datetime,symbol,open,high,low,close,volume
2025-09-05 02:30:00+00:00,NASDAQ:TSLA,339.27,339.3,338.97,339.27,5004.0
2025-09-05 11:00:00+00:00,NASDAQ:TSLA,339.89,342.58,339.68,342.36,38297.0
2025-09-05 11:30:00+00:00,NASDAQ:TSLA,342.36,342.5,341.81,342.0,20592.0
2025-09-05 12:00:00+00:00,NASDAQ:TSLA,341.95,342.05,341.25,341.75,10925.0
2025-09-05 12:30:00+00:00,NASDAQ:TSLA,341.7,342.51,341.4,342.45,11051.0
2025-09-05 13:00:00+00:00,NASDAQ:TSLA,342.4,346.3,341.82,345.43,63412.0
2025-09-05 13:30:00+00:00,NASDAQ:TSLA,345.33,347.45,344.8,344.99,50016.0
2025-09-05 14:00:00+00:00,NASDAQ:TSLA,344.93,345.62,343.9,345.33,81518.0
2025-09-05 14:30:00+00:00,NASDAQ:TSLA,345.32,345.75,344.47,344.61,43607.0
2025-09-05 15:00:00+00:00,NASDAQ:TSLA,344.69,345.6,344.26,344.93,44519.0
2025-09-05 15:30:00+00:00,NASDAQ:TSLA,345.04,347.34,343.73,347.0,166085.0
2025-09-05 16:00:00+00:00,NASDAQ:TSLA,347.05,348.4,346.4,348.14,127996.0
2025-09-05 16:30:00+00:00,NASDAQ:TSLA,348.08,355.87,347.57,354.49,2851386.0
2025-09-05 17:00:00+00:00,NASDAQ:TSLA,354.49,354.74,346.24,347.87,1411407.0
2025-09-05 17:30:00+00:00,NASDAQ:TSLA,347.84,349.17,344.7,346.64,878629.0
2025-09-05 18:00:00+00:00,NASDAQ:TSLA,346.62,348.79,344.94,348.56,580902.0
2025-09-05 18:30:00+00:00,NASDAQ:TSLA,348.6,349.5,346.93,346.96,467892.0
2025-09-05 19:00:00+00:00,NASDAQ:TSLA,346.97,348.0,345.81,347.77,390343.0
2025-09-05 19:30:00+00:00,NASDAQ:TSLA,347.8,349.07,346.86,349.03,344588.0
2025-09-05 20:00:00+00:00,NASDAQ:TSLA,349.04,353.0,348.54,352.08,713816.0
2025-09-05 20:30:00+00:00,NASDAQ:TSLA,352.04,352.28,349.25,350.14,469599.0
2025-09-05 21:00:00+00:00,NASDAQ:TSLA,350.17,352.04,349.42,351.18,424405.0
2025-09-05 21:30:00+00:00,NASDAQ:TSLA,351.15,351.54,347.87,348.75,554040.0
2025-09-05 22:00:00+00:00,NASDAQ:TSLA,348.7,349.88,348.0,348.8,467710.0
2025-09-05 22:30:00+00:00,NASDAQ:TSLA,348.82,351.28,348.04,350.79,773226.0
2025-09-05 23:00:00+00:00,NASDAQ:TSLA,350.58,351.5,350.0,350.14,45182.0
2025-09-05 23:30:00+00:00,NASDAQ:TSLA,350.1,350.23,350.0,350.07,20122.0
2025-09-06 00:00:00+00:00,NASDAQ:TSLA,350.02,350.1,349.93,349.94,26665.0
2025-09-06 00:30:00+00:00,NASDAQ:TSLA,349.93,350.61,349.93,350.17,10741.0
2025-09-06 01:00:00+00:00,NASDAQ:TSLA,350.17,350.27,350.07,350.22,6884.0
2025-09-06 01:30:00+00:00,NASDAQ:TSLA,350.25,350.5,350.15,350.23,6899.0
2025-09-06 02:00:00+00:00,NASDAQ:TSLA,350.23,350.23,349.95,349.99,4073.0
2025-09-06 02:30:00+00:00,NASDAQ:TSLA,349.96,350.0,349.4,349.4,6965.0
2025-09-08 11:00:00+00:00,NASDAQ:TSLA,354.7,355.42,353.12,354.65,64181.0
2025-09-08 11:30:00+00:00,NASDAQ:TSLA,354.64,355.2,354.63,354.85,15440.0
2025-09-08 12:00:00+00:00,NASDAQ:TSLA,354.85,355.12,354.45,354.89,12974.0
2025-09-08 12:30:00+00:00,NASDAQ:TSLA,354.86,355.25,354.52,355.09,12809.0
2025-09-08 13:00:00+00:00,NASDAQ:TSLA,355.07,356.22,355.0,355.76,33072.0
2025-09-08 13:30:00+00:00,NASDAQ:TSLA,355.75,356.44,355.62,355.74,18131.0
2025-09-08 14:00:00+00:00,NASDAQ:TSLA,355.71,355.86,355.0,355.83,55658.0
2025-09-08 14:30:00+00:00,NASDAQ:TSLA,355.8,355.9,355.49,355.49,27828.0
2025-09-08 15:00:00+00:00,NASDAQ:TSLA,355.53,355.61,353.53,353.9,61957.0
2025-09-08 15:30:00+00:00,NASDAQ:TSLA,353.94,355.25,353.86,354.5,49455.0
2025-09-08 16:00:00+00:00,NASDAQ:TSLA,354.55,354.93,353.76,354.69,26762.0
2025-09-08 16:30:00+00:00,NASDAQ:TSLA,354.7,358.48,350.76,353.83,1273596.0
2025-09-08 17:00:00+00:00,NASDAQ:TSLA,353.83,353.98,350.2,352.35,595322.0
2025-09-08 17:30:00+00:00,NASDAQ:TSLA,352.38,352.45,347.75,347.98,626399.0
2025-09-08 18:00:00+00:00,NASDAQ:TSLA,347.92,349.59,347.45,349.28,480810.0
2025-09-08 18:30:00+00:00,NASDAQ:TSLA,349.28,350.3,346.63,348.515,510867.0
2025-09-08 19:00:00+00:00,NASDAQ:TSLA,348.49,348.49,346.94,347.99,261132.0
2025-09-08 19:30:00+00:00,NASDAQ:TSLA,348.01,348.06,345.87,346.12,350702.0
2025-09-08 20:00:00+00:00,NASDAQ:TSLA,346.11,347.73,344.84,347.44,407362.0
2025-09-08 20:30:00+00:00,NASDAQ:TSLA,347.42,347.6,345.4,345.63,266139.0
2025-09-08 21:00:00+00:00,NASDAQ:TSLA,345.68,346.71,344.9,346.53,264813.0
2025-09-08 21:30:00+00:00,NASDAQ:TSLA,346.535,347.22,345.95,346.471,199136.0
2025-09-08 22:00:00+00:00,NASDAQ:TSLA,346.47,346.98,345.48,346.11,241812.0
2025-09-08 22:30:00+00:00,NASDAQ:TSLA,346.14,346.94,345.75,346.44,453218.0
